isolate_filteredΩNODE_1_length_651596_cov_106.573662_606	UniRef100_C2F9S2~K03723	100	1174	0	0	1	1174	1	1174	0.0	2258
careful_filteredΩNODE_1_length_651721_cov_115.299404_606	UniRef100_C2F9S2~K03723	100	1174	0	0	1	1174	1	1174	0.0	2258
isolate_filteredΩNODE_2_length_515833_cov_101.187436_17	UniRef100_C2FFX4~K01958	99.7	1145	3	0	1	1145	1	1145	0.0	2237
careful_filteredΩNODE_2_length_515833_cov_109.458385_17	UniRef100_C2FFX4~K01958	99.7	1145	3	0	1	1145	1	1145	0.0	2237
isolate_filteredΩNODE_1_length_651596_cov_106.573662_181	UniRef100_A0A0R1F359~K06994	99.9	1103	1	0	1	1103	1	1103	0.0	1429
careful_filteredΩNODE_1_length_651721_cov_115.299404_181	UniRef100_A0A0R1F359~K06994	99.9	1103	1	0	1	1103	1	1103	0.0	1429
isolate_filteredΩNODE_2_length_515833_cov_101.187436_54	UniRef100_C2FFT2~K02337	99.9	1098	1	0	1	1098	1	1098	0.0	2142
careful_filteredΩNODE_2_length_515833_cov_109.458385_54	UniRef100_C2FFT2~K02337	99.9	1098	1	0	1	1098	1	1098	0.0	2142
isolate_filteredΩNODE_2_length_515833_cov_101.187436_140	UniRef100_B3WEF5~K01955	99.9	1060	1	0	1	1060	1	1060	0.0	2046
careful_filteredΩNODE_2_length_515833_cov_109.458385_140	UniRef100_B3WEF5~K01955	99.9	1060	1	0	1	1060	1	1060	0.0	2046
isolate_filteredΩNODE_4_length_348303_cov_105.649211_76	UniRef100_K0MTC3~K03546	99.5	1041	5	0	1	1041	1	1041	0.0	1627
careful_filteredΩNODE_4_length_348303_cov_114.271516_76	UniRef100_K0MTC3~K03546	99.5	1041	5	0	1	1041	1	1041	0.0	1627
isolate_filteredΩNODE_15_length_29009_cov_340.104659_12	UniRef100_A0A0D6DUD2~K21298	41.6	1033	559	15	2	1012	6	1016	5.95e-266	782
careful_filteredΩNODE_15_length_29009_cov_366.606837_9	UniRef100_A0A0D6DUD2~K21298	41.6	1033	559	15	2	1012	6	1016	5.95e-266	782
isolate_filteredΩNODE_1_length_651596_cov_106.573662_472	UniRef100_K0N8U5~K01727	97.7	1029	24	0	1	1029	12	1040	0.0	1946
careful_filteredΩNODE_1_length_651721_cov_115.299404_472	UniRef100_K0N8U5~K01727	97.7	1029	24	0	1	1029	12	1040	0.0	1946
isolate_filteredΩNODE_3_length_404174_cov_100.322816_3	UniRef100_S4ZQI5~K01153	99.6	1016	4	0	1	1016	1	1016	0.0	1957
careful_filteredΩNODE_3_length_403891_cov_108.585722_381	UniRef100_S4ZQI5~K01153	99.6	1016	4	0	1	1016	1	1016	0.0	1957
isolate_filteredΩNODE_1_length_651596_cov_106.573662_88	UniRef100_C2FAM2~K01421	78.7	981	97	2	1	981	1	869	0.0	924
careful_filteredΩNODE_1_length_651721_cov_115.299404_88	UniRef100_C2FAM2~K01421	78.7	981	97	2	1	981	1	869	0.0	924
isolate_filteredΩNODE_5_length_328887_cov_99.193781_234	UniRef100_A0A1Y2KSZ3~K03701	99.9	963	1	0	1	963	1	963	0.0	1898
careful_filteredΩNODE_5_length_328887_cov_107.364402_79	UniRef100_A0A1Y2KSZ3~K03701	99.9	963	1	0	1	963	1	963	0.0	1898
isolate_filteredΩNODE_2_length_515833_cov_101.187436_289	UniRef100_C2FEI7~K02519	99.3	943	7	0	1	943	1	943	0.0	1555
careful_filteredΩNODE_2_length_515833_cov_109.458385_289	UniRef100_C2FEI7~K02519	99.3	943	7	0	1	943	1	943	0.0	1555
isolate_filteredΩNODE_5_length_328887_cov_99.193781_178	UniRef100_A0A1W5CDN3~K01537	41.8	965	488	13	23	925	19	971	3.66e-222	661
careful_filteredΩNODE_5_length_328887_cov_107.364402_135	UniRef100_A0A1W5CDN3~K01537	41.8	965	488	13	23	925	19	971	3.66e-222	661
isolate_filteredΩNODE_7_length_113986_cov_95.550027_89	UniRef100_A0A0E1PJ09~K01870	99.7	928	3	0	1	928	1	928	0.0	1892
isolate_filteredΩNODE_2_length_515833_cov_101.187436_174	UniRef100_A0A0R1F8U4~K03722	99.7	928	3	0	1	928	4	931	0.0	1749
careful_filteredΩNODE_7_length_113509_cov_103.332278_89	UniRef100_A0A0E1PJ09~K01870	99.7	928	3	0	1	928	1	928	0.0	1892
careful_filteredΩNODE_2_length_515833_cov_109.458385_174	UniRef100_A0A0R1F8U4~K03722	99.7	928	3	0	1	928	4	931	0.0	1749
isolate_filteredΩNODE_11_length_60639_cov_98.791866_18	UniRef100_A0A1S2AJB7~K03693	99.5	927	5	0	1	927	1	927	0.0	1632
careful_filteredΩNODE_11_length_60639_cov_106.889304_18	UniRef100_A0A1S2AJB7~K03693	99.5	927	5	0	1	927	1	927	0.0	1632
isolate_filteredΩNODE_4_length_348303_cov_105.649211_312	UniRef100_Q6EDZ6~K19505	100	912	0	0	1	912	1	912	0.0	1758
careful_filteredΩNODE_4_length_348303_cov_114.271516_312	UniRef100_Q6EDZ6~K19505	100	912	0	0	1	912	1	912	0.0	1758
isolate_filteredΩNODE_4_length_348303_cov_105.649211_227	UniRef100_C2FA83~K01421	98.4	910	15	0	1	910	1	910	0.0	1362
careful_filteredΩNODE_4_length_348303_cov_114.271516_227	UniRef100_C2FA83~K01421	98.4	910	15	0	1	910	1	910	0.0	1362
isolate_filteredΩNODE_3_length_404174_cov_100.322816_284	UniRef100_A0A1V9TNB0~K01537	53.8	858	386	7	31	882	24	877	4.72e-298	851
careful_filteredΩNODE_3_length_403891_cov_108.585722_100	UniRef100_A0A1V9TNB0~K01537	53.8	858	386	7	31	882	24	877	4.72e-298	851
isolate_filteredΩNODE_4_length_348303_cov_105.649211_56	UniRef100_B1KU40~K01537	41.6	831	450	10	59	866	53	871	1.76e-187	567
careful_filteredΩNODE_4_length_348303_cov_114.271516_56	UniRef100_B1KU40~K01537	41.6	831	450	10	59	866	53	871	1.76e-187	567
isolate_filteredΩNODE_9_length_65232_cov_99.822408_36	UniRef100_A0A1V0QA31~K01537	99.7	886	3	0	1	886	1	886	0.0	1666
careful_filteredΩNODE_9_length_65232_cov_108.045645_28	UniRef100_A0A1V0QA31~K01537	99.7	886	3	0	1	886	1	886	0.0	1666
isolate_filteredΩNODE_11_length_60639_cov_98.791866_44	UniRef100_A0A1S2AHB0~K01872	99.9	881	1	0	1	881	1	881	0.0	1734
isolate_filteredΩNODE_2_length_515833_cov_101.187436_484	UniRef100_A0A1Y2KVT2~K02335	100	881	0	0	1	881	1	881	0.0	1725
careful_filteredΩNODE_11_length_60639_cov_106.889304_44	UniRef100_A0A1S2AHB0~K01872	99.9	881	1	0	1	881	1	881	0.0	1734
careful_filteredΩNODE_2_length_515833_cov_109.458385_484	UniRef100_A0A1Y2KVT2~K02335	100	881	0	0	1	881	1	881	0.0	1725
isolate_filteredΩNODE_7_length_113986_cov_95.550027_61	UniRef100_A0A1S2AMN1~K01873	99.9	880	1	0	1	880	1	880	0.0	1791
careful_filteredΩNODE_7_length_113509_cov_103.332278_61	UniRef100_A0A1S2AMN1~K01873	99.9	880	1	0	1	880	1	880	0.0	1791
isolate_filteredΩNODE_1_length_651596_cov_106.573662_494	UniRef100_K6QEG4~K15524	99.2	879	7	0	1	879	1	879	0.0	1762
careful_filteredΩNODE_1_length_651721_cov_115.299404_494	UniRef100_K6QEG4~K15524	99.2	879	7	0	1	879	1	879	0.0	1762
isolate_filteredΩNODE_3_length_404174_cov_100.322816_224	UniRef100_S4ZQL6~K01006	99.9	876	1	0	1	876	2	877	0.0	1707
isolate_filteredΩNODE_3_length_404174_cov_100.322816_172	UniRef100_K0NC18~K01531	99.8	876	2	0	1	876	27	902	0.0	1689
careful_filteredΩNODE_3_length_403891_cov_108.585722_212	UniRef100_K0NC18~K01531	99.8	876	2	0	1	876	27	902	0.0	1689
careful_filteredΩNODE_3_length_403891_cov_108.585722_160	UniRef100_S4ZQL6~K01006	99.9	876	1	0	1	876	2	877	0.0	1707
isolate_filteredΩNODE_1_length_651596_cov_106.573662_236	UniRef100_A0A1S2AHU5~K02469	100	873	0	0	1	873	1	873	0.0	1662
careful_filteredΩNODE_1_length_651721_cov_115.299404_236	UniRef100_A0A1S2AHU5~K02469	100	873	0	0	1	873	1	873	0.0	1662
isolate_filteredΩNODE_3_length_404174_cov_100.322816_158	UniRef100_A0A1J3C858~K14205	100	869	0	0	1	869	1	869	0.0	1679
careful_filteredΩNODE_3_length_403891_cov_108.585722_226	UniRef100_A0A1J3C858~K14205	100	869	0	0	1	869	1	869	0.0	1679
isolate_filteredΩNODE_11_length_60639_cov_98.791866_52	UniRef100_A0A0R1F3M2~K04072	100	868	0	0	1	868	15	882	0.0	1696
isolate_filteredΩNODE_2_length_515833_cov_101.187436_48	UniRef100_A0A1S2AJG1~K03695	100	868	0	0	1	868	1	868	0.0	1640
careful_filteredΩNODE_11_length_60639_cov_106.889304_52	UniRef100_A0A0R1F3M2~K04072	100	868	0	0	1	868	15	882	0.0	1696
careful_filteredΩNODE_2_length_515833_cov_109.458385_48	UniRef100_A0A1S2AJG1~K03695	100	868	0	0	1	868	1	868	0.0	1640
isolate_filteredΩNODE_8_length_78445_cov_288.695424_68	UniRef100_F9T3P3~K01191	33.6	842	521	20	4	824	3	827	3.95e-138	438
careful_filteredΩNODE_8_length_78445_cov_310.951587_68	UniRef100_F9T3P3~K01191	33.6	842	521	20	4	824	3	827	3.95e-138	438
isolate_filteredΩNODE_6_length_211744_cov_100.420410_7	UniRef100_A0A0R1F2Q2~K03581	99.9	860	1	0	1	860	1	860	0.0	1704
isolate_filteredΩNODE_3_length_404174_cov_100.322816_125	UniRef100_A0A0E2M122~K03555	100	860	0	0	1	860	1	860	0.0	1653
careful_filteredΩNODE_6_length_211744_cov_108.667298_7	UniRef100_A0A0R1F2Q2~K03581	99.9	860	1	0	1	860	1	860	0.0	1704
careful_filteredΩNODE_3_length_403891_cov_108.585722_259	UniRef100_A0A0E2M122~K03555	100	860	0	0	1	860	1	860	0.0	1653
isolate_filteredΩNODE_1_length_651596_cov_106.573662_221	UniRef100_C2FB13~K02004	99.4	857	5	0	1	857	1	857	0.0	1556
careful_filteredΩNODE_1_length_651721_cov_115.299404_221	UniRef100_C2FB13~K02004	99.4	857	5	0	1	857	1	857	0.0	1556
isolate_filteredΩNODE_4_length_348303_cov_105.649211_175	UniRef100_C2FAE1~K01256	99.3	844	6	0	1	844	42	885	0.0	1667
careful_filteredΩNODE_4_length_348303_cov_114.271516_175	UniRef100_C2FAE1~K01256	99.3	844	6	0	1	844	42	885	0.0	1667
isolate_filteredΩNODE_1_length_651596_cov_106.573662_522	UniRef100_A0A1S2B3V9~K03701	99.5	842	4	0	1	842	1	842	0.0	1666
careful_filteredΩNODE_1_length_651721_cov_115.299404_522	UniRef100_A0A1S2B3V9~K03701	99.5	842	4	0	1	842	1	842	0.0	1666
isolate_filteredΩNODE_3_length_404174_cov_100.322816_381	UniRef100_A0A1V0Q8I2~K03696	100	835	0	0	1	835	1	835	0.0	1598
careful_filteredΩNODE_3_length_403891_cov_108.585722_3	UniRef100_A0A1V0Q8I2~K03696	100	835	0	0	1	835	1	835	0.0	1598
isolate_filteredΩNODE_2_length_515833_cov_101.187436_487	UniRef100_A0A1Y2KUB3~K03466	99.0	833	8	0	1	833	1	833	0.0	1533
careful_filteredΩNODE_2_length_515833_cov_109.458385_487	UniRef100_A0A1Y2KUB3~K03466	99.0	833	8	0	1	833	1	833	0.0	1533
isolate_filteredΩNODE_7_length_113986_cov_95.550027_106	UniRef100_A0A0E2LZH6~K03581	100	822	0	0	1	822	1	822	0.0	1584
careful_filteredΩNODE_7_length_113509_cov_103.332278_106	UniRef100_A0A0E2LZH6~K03581	100	822	0	0	1	822	1	822	0.0	1584
isolate_filteredΩNODE_8_length_78445_cov_288.695424_9	UniRef100_S4ZJQ6~K03205	94.3	818	44	1	1	815	1	818	0.0	1496
careful_filteredΩNODE_8_length_78445_cov_310.951587_9	UniRef100_S4ZJQ6~K03205	94.3	818	44	1	1	815	1	818	0.0	1496
isolate_filteredΩNODE_2_length_515833_cov_101.187436_99	UniRef100_A0A0C9PPK4~K02621	99.9	814	1	0	1	814	1	814	0.0	1569
careful_filteredΩNODE_2_length_515833_cov_109.458385_99	UniRef100_A0A0C9PPK4~K02621	99.9	814	1	0	1	814	1	814	0.0	1569
isolate_filteredΩNODE_1_length_651596_cov_106.573662_133	UniRef100_A0A1S2AG31~K01535	99.3	806	6	0	1	806	1	806	0.0	1471
careful_filteredΩNODE_1_length_651721_cov_115.299404_133	UniRef100_A0A1S2AG31~K01535	99.3	806	6	0	1	806	1	806	0.0	1471
isolate_filteredΩNODE_2_length_515833_cov_101.187436_401	UniRef100_S2SR29~K04066	99.9	805	1	0	1	805	1	805	0.0	1595
careful_filteredΩNODE_2_length_515833_cov_109.458385_401	UniRef100_S2SR29~K04066	99.9	805	1	0	1	805	1	805	0.0	1595
isolate_filteredΩNODE_5_length_328887_cov_99.193781_305	UniRef100_B3WCD5~K01869	99.9	803	1	0	1	803	1	803	0.0	1668
isolate_filteredΩNODE_2_length_515833_cov_101.187436_445	UniRef100_K6R0B4~K01890	99.6	803	3	0	1	803	1	803	0.0	1578
careful_filteredΩNODE_5_length_328887_cov_107.364402_8	UniRef100_B3WCD5~K01869	99.9	803	1	0	1	803	1	803	0.0	1668
careful_filteredΩNODE_2_length_515833_cov_109.458385_445	UniRef100_K6R0B4~K01890	99.6	803	3	0	1	803	1	803	0.0	1578
isolate_filteredΩNODE_6_length_211744_cov_100.420410_60	UniRef100_A0A0R1F0D5~K00688	99.8	802	2	0	1	802	1	802	0.0	1600
careful_filteredΩNODE_6_length_211744_cov_108.667298_60	UniRef100_A0A0R1F0D5~K00688	99.8	802	2	0	1	802	1	802	0.0	1600
isolate_filteredΩNODE_2_length_515833_cov_101.187436_425	UniRef100_C2FF17~K01281	99.5	799	4	0	1	799	1	799	0.0	1580
careful_filteredΩNODE_2_length_515833_cov_109.458385_425	UniRef100_C2FF17~K01281	99.5	799	4	0	1	799	1	799	0.0	1580
isolate_filteredΩNODE_5_length_328887_cov_99.193781_93	UniRef100_A0A1Y6JZY3~K03070	58.3	775	301	6	26	791	11	772	6.43e-293	829
isolate_filteredΩNODE_4_length_348303_cov_105.649211_62	UniRef100_K0MTD7~K05349	99.6	795	3	0	1	795	1	795	0.0	1537
isolate_filteredΩNODE_1_length_651596_cov_106.573662_396	UniRef100_K0N8X7~K01621	99.6	795	3	0	1	795	1	795	0.0	1627
careful_filteredΩNODE_5_length_328887_cov_107.364402_219	UniRef100_A0A1Y6JZY3~K03070	58.3	775	301	6	26	791	11	772	6.43e-293	829
careful_filteredΩNODE_4_length_348303_cov_114.271516_62	UniRef100_K0MTD7~K05349	99.6	795	3	0	1	795	1	795	0.0	1537
careful_filteredΩNODE_1_length_651721_cov_115.299404_396	UniRef100_K0N8X7~K01621	99.6	795	3	0	1	795	1	795	0.0	1627
isolate_filteredΩNODE_12_length_50619_cov_101.722152_21	UniRef100_K8E7I1~K07464	44.7	788	426	7	1	785	1	781	2.09e-220	645
careful_filteredΩNODE_12_length_50619_cov_109.954948_21	UniRef100_K8E7I1~K07464	44.7	788	426	7	1	785	1	781	2.09e-220	645
isolate_filteredΩNODE_1_length_651596_cov_106.573662_84	UniRef100_C2FE11~K01621	100	793	0	0	1	793	3	795	0.0	1645
careful_filteredΩNODE_1_length_651721_cov_115.299404_84	UniRef100_C2FE11~K01621	100	793	0	0	1	793	3	795	0.0	1645
isolate_filteredΩNODE_5_length_328887_cov_99.193781_216	UniRef100_A0A1J3CFY7~K12573	100	789	0	0	1	789	1	789	0.0	1566
careful_filteredΩNODE_5_length_328887_cov_107.364402_97	UniRef100_A0A1J3CFY7~K12573	100	789	0	0	1	789	1	789	0.0	1566
isolate_filteredΩNODE_5_length_328887_cov_99.193781_237	UniRef100_A0A0R1F4S1~K02004	99.9	788	1	0	1	788	1	788	0.0	1466
careful_filteredΩNODE_5_length_328887_cov_107.364402_76	UniRef100_A0A0R1F4S1~K02004	99.9	788	1	0	1	788	1	788	0.0	1466
isolate_filteredΩNODE_5_length_328887_cov_99.193781_261	UniRef100_B3WCM7~K03070	100	787	0	0	1	787	1	787	0.0	1523
careful_filteredΩNODE_5_length_328887_cov_107.364402_52	UniRef100_B3WCM7~K03070	100	787	0	0	1	787	1	787	0.0	1523
isolate_filteredΩNODE_11_length_60639_cov_98.791866_37	UniRef100_A0A1S2AHI0~K07456	99.6	786	3	0	1	786	1	786	0.0	1478
careful_filteredΩNODE_11_length_60639_cov_106.889304_37	UniRef100_A0A1S2AHI0~K07456	99.6	786	3	0	1	786	1	786	0.0	1478
isolate_filteredΩNODE_4_length_348303_cov_105.649211_17	UniRef100_A0A0R1F7D2~K12952	100	782	0	0	1	782	1	782	0.0	1431
careful_filteredΩNODE_4_length_348303_cov_114.271516_17	UniRef100_A0A0R1F7D2~K12952	100	782	0	0	1	782	1	782	0.0	1431
isolate_filteredΩNODE_5_length_328887_cov_99.193781_274	UniRef100_A0A0E2LWB7~K03466	99.9	773	1	0	1	773	1	773	0.0	1419
careful_filteredΩNODE_5_length_328887_cov_107.364402_39	UniRef100_A0A0E2LWB7~K03466	99.9	773	1	0	1	773	1	773	0.0	1419
isolate_filteredΩNODE_9_length_65232_cov_99.822408_49	UniRef100_A0A0K1L0K0~K02004&K02003	100	772	0	0	1	772	1	772	0.0	1444
careful_filteredΩNODE_9_length_65232_cov_108.045645_15	UniRef100_A0A0K1L0K0~K02004&K02003	100	772	0	0	1	772	1	772	0.0	1444
isolate_filteredΩNODE_2_length_515833_cov_101.187436_167	UniRef100_A0A0R1F8V9~K05366	99.5	768	4	0	1	768	1	768	0.0	1383
careful_filteredΩNODE_2_length_515833_cov_109.458385_167	UniRef100_A0A0R1F8V9~K05366	99.5	768	4	0	1	768	1	768	0.0	1383
isolate_filteredΩNODE_2_length_515833_cov_101.187436_272	UniRef100_K0MVT7~K07462	99.2	764	6	0	1	764	51	814	0.0	1470
careful_filteredΩNODE_2_length_515833_cov_109.458385_272	UniRef100_K0MVT7~K07462	99.2	764	6	0	1	764	51	814	0.0	1470
isolate_filteredΩNODE_6_length_211744_cov_100.420410_109	UniRef100_A0A0K1MVD6~K03657	100	763	0	0	1	763	1	763	0.0	1464
isolate_filteredΩNODE_5_length_328887_cov_99.193781_152	UniRef100_K0N413~K07407	99.5	763	4	0	1	763	1	763	0.0	1551
careful_filteredΩNODE_6_length_211744_cov_108.667298_109	UniRef100_A0A0K1MVD6~K03657	100	763	0	0	1	763	1	763	0.0	1464
careful_filteredΩNODE_5_length_328887_cov_107.364402_161	UniRef100_K0N413~K07407	99.5	763	4	0	1	763	1	763	0.0	1551
isolate_filteredΩNODE_1_length_651596_cov_106.573662_528	UniRef100_A0A0R2I3U7~K03657	41.1	755	428	6	9	751	11	760	1.21e-176	531
careful_filteredΩNODE_1_length_651721_cov_115.299404_528	UniRef100_A0A0R2I3U7~K03657	41.1	755	428	6	9	751	11	760	1.21e-176	531
isolate_filteredΩNODE_4_length_348303_cov_105.649211_144	UniRef100_A0A0R1F701~K00549	99.6	761	3	0	1	761	1	761	0.0	1521
careful_filteredΩNODE_4_length_348303_cov_114.271516_144	UniRef100_A0A0R1F701~K00549	99.6	761	3	0	1	761	1	761	0.0	1521
isolate_filteredΩNODE_7_length_113986_cov_95.550027_100	UniRef100_B2V6F4~K03701	33.7	930	414	16	7	748	4	918	8.51e-157	484
careful_filteredΩNODE_7_length_113509_cov_103.332278_100	UniRef100_B2V6F4~K03701	33.7	930	414	16	7	748	4	918	8.51e-157	484
isolate_filteredΩNODE_5_length_328887_cov_99.193781_211	UniRef100_A0A1Y2KSA0~K00691	99.6	753	3	0	1	753	1	753	0.0	1529
isolate_filteredΩNODE_2_length_515833_cov_101.187436_100	UniRef100_A0A1J3C7K9~K00656	100	753	0	0	1	753	1	753	0.0	1527
careful_filteredΩNODE_5_length_328887_cov_107.364402_102	UniRef100_A0A1Y2KSA0~K00691	99.6	753	3	0	1	753	1	753	0.0	1529
careful_filteredΩNODE_2_length_515833_cov_109.458385_100	UniRef100_A0A1J3C7K9~K00656	100	753	0	0	1	753	1	753	0.0	1527
isolate_filteredΩNODE_5_length_328887_cov_99.193781_136	UniRef100_K0N9Z6~K03657	99.6	751	3	0	1	751	1	751	0.0	1460
isolate_filteredΩNODE_5_length_328887_cov_99.193781_60	UniRef100_A0A0E2MFM6~K19005	100	751	0	0	1	751	1	751	0.0	1467
isolate_filteredΩNODE_3_length_404174_cov_100.322816_313	UniRef100_A0A0R2HG80~K01535	42.6	755	412	8	6	744	21	770	2.74e-171	517
careful_filteredΩNODE_5_length_328887_cov_107.364402_253	UniRef100_A0A0E2MFM6~K19005	100	751	0	0	1	751	1	751	0.0	1467
careful_filteredΩNODE_5_length_328887_cov_107.364402_177	UniRef100_K0N9Z6~K03657	99.6	751	3	0	1	751	1	751	0.0	1460
careful_filteredΩNODE_3_length_403891_cov_108.585722_71	UniRef100_A0A0R2HG80~K01535	42.6	755	412	8	6	744	21	770	2.74e-171	517
isolate_filteredΩNODE_14_length_41384_cov_95.954245_20	UniRef100_S4ZNM3~K01533	99.1	748	7	0	1	748	1	748	0.0	1344
isolate_filteredΩNODE_3_length_404174_cov_100.322816_178	UniRef100_S2TJM2~K00527	100	748	0	0	1	748	1	748	0.0	1527
careful_filteredΩNODE_14_length_41384_cov_103.912799_20	UniRef100_S4ZNM3~K01533	99.1	748	7	0	1	748	1	748	0.0	1344
careful_filteredΩNODE_3_length_403891_cov_108.585722_206	UniRef100_S2TJM2~K00527	100	748	0	0	1	748	1	748	0.0	1527
isolate_filteredΩNODE_4_length_348303_cov_105.649211_232	UniRef100_Q5FRA2~K01187	39.7	655	351	11	13	629	55	703	9.83e-161	489
careful_filteredΩNODE_4_length_348303_cov_114.271516_232	UniRef100_Q5FRA2~K01187	39.7	655	351	11	13	629	55	703	9.83e-161	489
isolate_filteredΩNODE_2_length_515833_cov_101.187436_246	UniRef100_A0A0K1KZ58~K00951	99.9	742	1	0	1	742	1	742	0.0	1462
careful_filteredΩNODE_2_length_515833_cov_109.458385_246	UniRef100_A0A0K1KZ58~K00951	99.9	742	1	0	1	742	1	742	0.0	1462
isolate_filteredΩNODE_6_length_211744_cov_100.420410_10	UniRef100_A0A0R1FA78~K07407	99.7	740	2	0	1	740	6	745	0.0	1501
careful_filteredΩNODE_6_length_211744_cov_108.667298_10	UniRef100_A0A0R1FA78~K07407	99.7	740	2	0	1	740	6	745	0.0	1501
isolate_filteredΩNODE_14_length_41384_cov_95.954245_13	UniRef100_A0A1Y2KPK2~K01952	99.7	738	2	0	1	738	1	738	0.0	1454
careful_filteredΩNODE_14_length_41384_cov_103.912799_13	UniRef100_A0A1Y2KPK2~K01952	99.7	738	2	0	1	738	1	738	0.0	1454
isolate_filteredΩNODE_2_length_515833_cov_101.187436_23	UniRef100_A0A1S2AKK2~K02238	99.7	734	2	0	1	734	1	734	0.0	1443
careful_filteredΩNODE_2_length_515833_cov_109.458385_23	UniRef100_A0A1S2AKK2~K02238	99.7	734	2	0	1	734	1	734	0.0	1443
isolate_filteredΩNODE_15_length_29009_cov_340.104659_13	UniRef100_F4BS49~K05349	48.9	711	355	5	6	715	6	709	5.86e-234	674
careful_filteredΩNODE_15_length_29009_cov_366.606837_8	UniRef100_F4BS49~K05349	48.9	711	355	5	6	715	6	709	5.86e-234	674
isolate_filteredΩNODE_3_length_404174_cov_100.322816_258	UniRef100_A0A1V0Q8R8~K06148	99.6	730	3	0	1	730	1	730	0.0	1376
careful_filteredΩNODE_3_length_403891_cov_108.585722_126	UniRef100_A0A1V0Q8R8~K06148	99.6	730	3	0	1	730	1	730	0.0	1376
isolate_filteredΩNODE_1_length_651596_cov_106.573662_127	UniRef100_A0A1V0Q702~K21636	100	727	0	0	1	727	1	727	0.0	1482
careful_filteredΩNODE_1_length_651721_cov_115.299404_127	UniRef100_A0A1V0Q702~K21636	100	727	0	0	1	727	1	727	0.0	1482
isolate_filteredΩNODE_7_length_113986_cov_95.550027_53	UniRef100_Q039U7~K06959	98.8	724	9	0	1	724	1	724	0.0	1368
careful_filteredΩNODE_7_length_113509_cov_103.332278_53	UniRef100_Q039U7~K06959	98.8	724	9	0	1	724	1	724	0.0	1368
isolate_filteredΩNODE_2_length_515833_cov_101.187436_156	UniRef100_A0A0R1FEE3~K00525	99.9	723	1	0	1	723	1	723	0.0	1440
careful_filteredΩNODE_2_length_515833_cov_109.458385_156	UniRef100_A0A0R1FEE3~K00525	99.9	723	1	0	1	723	1	723	0.0	1440
isolate_filteredΩNODE_1_length_651596_cov_106.573662_541	UniRef100_A0A0K1MX33~K00937	100	720	0	0	1	720	1	720	0.0	1416
careful_filteredΩNODE_1_length_651721_cov_115.299404_541	UniRef100_A0A0K1MX33~K00937	100	720	0	0	1	720	1	720	0.0	1416
isolate_filteredΩNODE_6_length_211744_cov_100.420410_48	UniRef100_S4ZNM7~K04086	99.9	716	1	0	1	716	1	716	0.0	1380
careful_filteredΩNODE_6_length_211744_cov_108.667298_48	UniRef100_S4ZNM7~K04086	99.9	716	1	0	1	716	1	716	0.0	1380
isolate_filteredΩNODE_7_length_113986_cov_95.550027_78	UniRef100_A0A1S2AM50~K08724	100	715	0	0	1	715	1	715	0.0	1330
